pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-451 b,TOI-451,1,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>,1.858703,0.000025,-0.000035,0,0.0283,0.0011,-0.0012,0,1.91,0.12,-0.12,0,0.17,0.011,-0.011,0,,,,,,,,,,0,,,0,,,,,1491,23,-19,0,0,<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>,,5550,56,-56,0,0.88,0.03,-0.03,0,0.95,0.02,-0.02,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h11m51.93s,62.966385,-37d56m23.03s,-37.93973,123.739,0.386,-0.384,10.939,0.008,-0.008,9.19,0.023,-0.023,10.7498,0.000849,-0.000849,2021-01-21,2021-02,2021-01-28
TOI-451 c,TOI-451,1,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>,9.192522,0.00006,-0.0001,0,0.0823,0.0033,-0.0036,0,3.1,0.13,-0.13,0,0.277,0.012,-0.012,0,,,,,,,,,,0,,,0,,,,,875,13,-11,0,0,<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>,,5550,56,-56,0,0.88,0.03,-0.03,0,0.95,0.02,-0.02,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h11m51.93s,62.966385,-37d56m23.03s,-37.93973,123.739,0.386,-0.384,10.939,0.008,-0.008,9.19,0.023,-0.023,10.7498,0.000849,-0.000849,2021-01-21,2021-02,2021-01-28
TOI-451 d,TOI-451,1,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>,16.364988,0.000044,-0.000044,0,0.1208,0.0048,-0.0052,0,4.07,0.15,-0.15,0,0.363,0.013,-0.013,0,,,,,,,,,,0,,,0,,,,,722,11,-9,0,0,<a refstr=NEWTON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...65N/abstract target=ref>Newton et al. 2021</a>,,5550,56,-56,0,0.88,0.03,-0.03,0,0.95,0.02,-0.02,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h11m51.93s,62.966385,-37d56m23.03s,-37.93973,123.739,0.386,-0.384,10.939,0.008,-0.008,9.19,0.023,-0.023,10.7498,0.000849,-0.000849,2021-01-21,2021-02,2021-01-28
TOI-481 b,TOI-481,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BRAHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..235B/abstract target=ref>Brahm et al. 2020</a>,10.33111,0.00002,-0.00002,0,0.097,0.001,-0.001,0,11.097,0.112,-0.112,0,0.99,0.01,-0.01,0,486.2799,9.5349,-9.5349,0,1.53,0.03,-0.03,0,Mass,0.153,0.006,-0.007,0,,,,,1370,10,-10,0,0,<a refstr=BRAHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..235B/abstract target=ref>Brahm et al. 2020</a>,G,5735,72,-72,0,1.66,0.02,-0.02,0,1.14,0.02,-0.01,0,0.26,0.05,-0.05,0,[Fe/H],4.06,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h22m03.04s,110.5126861,-57d23m05.99s,-57.384998,179.366,1.018,-1.007,9.972,0.005,-0.005,8.443,0.023,-0.023,9.84659,0.000432,-0.000432,2020-12-10,2020-11,2020-12-17
TOI-500 b,TOI-500,1,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,0.548177,0.000019,-0.000019,0,0.01189,0.00041,-0.0004,0,1.166,0.061,-0.058,0,0.104,0.005,-0.005,0,1.42,0.18,-0.18,0,0.00447,0.00057,-0.00057,0,Mass,0.063,0.073,-0.044,0,1138,123,-112,0,1617,41,-41,0,0,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,K6 V,4440,100,-100,0,0.68,0.02,-0.02,0,0.74,0.02,-0.02,0,0.12,0.08,-0.08,0,[Fe/H],4.62,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h06m14.18s,106.559098,-47d35m16.14s,-47.5878156,47.3924,0.0473,-0.0473,10.54,0.03,-0.03,7.715,0.026,-0.026,10.1026,0.000308,-0.000308,2022-05-09,2022-04,2022-05-09
TOI-5153 b,TOI-5153,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ULMER_MOLL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220703911U/abstract target=ref>Ulmer-Moll et al. 2022</a>,20.33003,0.00007,-0.00007,0,0.158,0.006,-0.006,0,11.882,0.448,-0.448,0,1.06,0.04,-0.04,0,1036.12061,57.20911,-54.03083,0,3.26,0.18,-0.17,0,Mass,0.091,0.024,-0.026,0,,,,,906,13,-13,0,0,<a refstr=ULMER_MOLL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220703911U/abstract target=ref>Ulmer-Moll et al. 2022</a>,F8 V,6300,80,-80,0,1.4,0.04,-0.04,0,1.24,0.07,-0.07,0,0.12,0.08,-0.08,0,[Fe/H],4.3,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h06m09.68s,91.5403204,-19d57m12.40s,-19.9534443,390.484,4.507,-4.407,11.932,0.022,-0.022,10.408,0.019,-0.019,11.5779,0.000363,-0.000363,2022-07-12,2022-07,2022-07-12
TOI-519 b,TOI-519,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PARVIAINEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...645A..16P/abstract target=ref>Parviainen et al. 2021</a>,1.2652328,0.0000005,-0.0000005,0,0.012,0.004,-0.004,0,11.994,1.457,-4.596,0,1.07,0.13,-0.41,0,4449.62,,,1,14,,,1,Mass,,,,,,,,,760,54,-54,0,0,<a refstr=PARVIAINEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...645A..16P/abstract target=ref>Parviainen et al. 2021</a>,M3.5,3350,100,-200,0,0.37,0.02,-0.09,0,0.37,0.03,-0.1,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m25.62s,124.6067582,-19d39m46.05s,-19.6627918,115.557,0.937,-0.922,17.35,0.2,-0.2,11.951,0.024,-0.024,15.7067,0.000437,-0.000437,2021-03-26,2021-01,2021-04-01
TOI-530 b,TOI-530,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511...83G/abstract target=ref>Gan et al. 2022</a>,6.387597,0.000019,-0.000018,0,0.052,0.005,-0.004,0,9.303,0.673,-0.673,0,0.83,0.06,-0.06,0,127.13136,28.60456,-31.78284,0,0.4,0.09,-0.1,0,Mass,0,,,0,,,,,565,28,-31,0,0,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511...83G/abstract target=ref>Gan et al. 2022</a>,M0.5 V,3659,120,-120,0,0.54,0.03,-0.03,0,0.53,0.02,-0.02,0,0.376,0.095,-0.095,0,[Fe/H],4.7,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h53m39.08s,103.4128333,+12d52m53.68s,12.8815784,148.762,1.109,-1.093,15.403,0.136,-0.136,11.238,0.02,-0.02,14.6439,0.000567,-0.000567,2021-10-11,2022-03,2021-10-11
TOI-532 b,TOI-532,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KANODIA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..135K/abstract target=ref>Kanodia et al. 2021</a>,2.3266508,0.000003,-0.000003,0,0.0296,0.00035,-0.00035,0,5.82,0.19,-0.19,0,0.519,0.017,-0.017,0,61.5,9.7,-9.3,0,0.1935,0.03052,-0.02926,0,Mass,0,,,0,94.1,8,-8,0,867,18,-18,0,0,<a refstr=KANODIA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..135K/abstract target=ref>Kanodia et al. 2021</a>,,3927,37,-37,0,0.61,0.01,-0.01,0,0.64,0.02,-0.02,0,0.338,0.072,-0.066,0,[Fe/H],4.67,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h40m19.21s,85.0800537,+11d33m45.49s,11.5626373,135.047,0.548,-0.548,14.413,0.006,-0.006,10.587,0.025,-0.025,13.6645,0.000485,-0.000485,2021-08-16,2021-10,2021-08-16
TOI-540 b,TOI-540,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MENT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...23M/abstract target=ref>Ment et al. 2021</a>,1.2391491,0.0000017,-0.0000017,0,0.01223,0.00036,-0.00036,0,0.903,0.052,-0.052,0,0.081,0.005,-0.005,0,,,,,,,,,,0,,,0,23.4,2.1,-2.1,0,611,23,-23,0,0,<a refstr=MENT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...23M/abstract target=ref>Ment et al. 2021</a>,M V,3216,83,-83,0,0.19,0.01,-0.01,0,0.16,0.01,-0.01,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h05m14.33s,76.3096949,-47d56m15.14s,-47.9375391,14.0022,0.0088,-0.0089,14.823,0.149,-0.149,8.9,0.021,-0.021,12.8938,0.000481,-0.000481,2020-10-01,2021-01,2020-10-08
TOI-544 b,TOI-544,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,1.548351,0.0000015,-0.0000015,0,0.0251,0.0019,-0.0019,0,2.03,0.1,-0.1,0,0.181,0.009,-0.009,0,,,,,,,,,,,,,,,,,,1082,47,-47,0,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,4369,100,-100,0,0.66,0.02,-0.02,0,0.85,0.2,-0.2,0,,,,,,4.73,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h29m09.62s,82.2900716,-00d20m34.43s,-0.3428983,41.1166,0.0736,-0.0732,10.777,0.017,-0.017,7.8,0.02,-0.02,10.4143,0.00059,-0.00059,2022-02-15,2022-02,2022-02-15
TOI-558 b,TOI-558,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>,14.574071,0.000026,-0.000026,0,0.1291,0.002,-0.0021,0,12.173,0.46,-0.426,0,1.086,0.041,-0.038,0,1147.36055,47.67426,-47.67426,0,3.61,0.15,-0.15,0,Mass,0.298,0.022,-0.02,0,,,,,1061,13,-12,0,0,<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>,F V,6466,95,-93,0,1.5,0.04,-0.04,0,1.35,0.06,-0.07,0,-0.004,0.059,-0.055,0,[Fe/H],4.22,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h49m09.96s,42.2915093,-58d01m28.86s,-58.0246828,402.63,3.855,-3.784,11.233,0.013,-0.013,10.262,0.023,-0.023,11.3253,0.000593,-0.000593,2022-03-28,2022-01,2022-03-28
TOI-559 b,TOI-559,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>,6.9839095,0.0000051,-0.0000051,0,0.0723,0.0013,-0.0013,0,12.229,0.314,-0.28,0,1.091,0.028,-0.025,0,1910.14873,76.27882,-73.10053,0,6.01,0.24,-0.23,0,Mass,0.151,0.012,-0.011,0,,,,,1180,18,-16,0,0,<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>,G V,5925,85,-76,0,1.23,0.03,-0.03,0,1.03,0.06,-0.06,0,-0.069,0.065,-0.079,0,[Fe/H],4.27,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h07m16.47s,46.8186159,-31d09m46.78s,-31.1629951,233.266,1.542,-1.521,11.091,0.007,-0.007,9.638,0.024,-0.024,10.9777,0.000405,-0.000405,2022-03-28,2022-01,2022-03-28
TOI-561 b,TOI-561,1,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LACEDELLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.3556L/abstract target=ref>Lacedelli et al. 2020</a>,0.446578,0.000017,-0.000017,0,0.01055,0.00008,-0.00008,0,1.423,0.066,-0.066,0,0.127,0.006,-0.006,0,1.59,0.36,-0.36,0,0.005,0.00113,-0.00113,0,Mass,0,,,0,,,,,,,,,0,<a refstr=LACEDELLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.3556L/abstract target=ref>Lacedelli et al. 2020</a>,G9 V,5455,65,-47,0,0.85,0.01,-0.01,0,0.79,0.02,-0.02,0,-0.33,0.1,-0.05,0,[Fe/H],4.47,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.216103,85.799,0.4988,-0.4932,10.252,0.006,-0.006,8.394,0.019,-0.019,10.0128,0.000278,-0.000278,2021-01-04,2020-12,2021-01-11
TOI-561 c,TOI-561,1,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LACEDELLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.3556L/abstract target=ref>Lacedelli et al. 2020</a>,10.779,0.004,-0.004,0,0.08809,0.0007,-0.0007,0,2.878,0.096,-0.096,0,0.257,0.009,-0.009,0,5.4,0.98,-0.98,0,0.01699,0.00308,-0.00308,0,Mass,0.06,0.067,-0.042,0,,,,,,,,,0,<a refstr=LACEDELLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.3556L/abstract target=ref>Lacedelli et al. 2020</a>,G9 V,5455,65,-47,0,0.85,0.01,-0.01,0,0.79,0.02,-0.02,0,-0.33,0.1,-0.05,0,[Fe/H],4.47,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.216103,85.799,0.4988,-0.4932,10.252,0.006,-0.006,8.394,0.019,-0.019,10.0128,0.000278,-0.000278,2021-01-04,2020-12,2021-01-11
TOI-561 d,TOI-561,1,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,1,<a refstr=LACEDELLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.3556L/abstract target=ref>Lacedelli et al. 2020</a>,25.62,0.04,-0.04,0,0.1569,0.0012,-0.0012,0,2.53,0.13,-0.13,0,0.226,0.012,-0.012,0,11.95,1.28,-1.28,0,0.0376,0.00403,-0.00403,0,Mass,0.051,0.064,-0.036,0,,,,,,,,,0,<a refstr=LACEDELLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.3556L/abstract target=ref>Lacedelli et al. 2020</a>,G9 V,5455,65,-47,0,0.85,0.01,-0.01,0,0.79,0.02,-0.02,0,-0.33,0.1,-0.05,0,[Fe/H],4.47,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.216103,85.799,0.4988,-0.4932,10.252,0.006,-0.006,8.394,0.019,-0.019,10.0128,0.000278,-0.000278,2021-01-04,2020-12,2021-01-11
TOI-561 e,TOI-561,1,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,1,<a refstr=LACEDELLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.3556L/abstract target=ref>Lacedelli et al. 2020</a>,77.23,0.39,-0.39,0,0.3274,0.0028,-0.0027,0,2.67,0.11,-0.11,0,0.238,0.01,-0.01,0,16,2.3,-2.3,0,0.05034,0.00724,-0.00724,0,Mass,0.061,0.051,-0.042,0,,,,,,,,,0,<a refstr=LACEDELLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.3556L/abstract target=ref>Lacedelli et al. 2020</a>,G9 V,5455,65,-47,0,0.85,0.01,-0.01,0,0.79,0.02,-0.02,0,-0.33,0.1,-0.05,0,[Fe/H],4.47,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.216103,85.799,0.4988,-0.4932,10.252,0.006,-0.006,8.394,0.019,-0.019,10.0128,0.000278,-0.000278,2021-01-04,2020-12,2021-01-11
TOI-561 f,TOI-561,1,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,1,<a refstr=WEISS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...56W/abstract target=ref>Weiss et al. 2021</a>,16.287,0.005,-0.005,0,0.1174,0.0015,-0.0015,0,2.32,0.16,-0.16,0,0.207,0.014,-0.014,0,3,2.4,-1.9,0,0.00944,0.00755,-0.00598,0,Mass,0,,,0,,,,,750,60,-60,0,0,<a refstr=WEISS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...56W/abstract target=ref>Weiss et al. 2021</a>,,5326,64,-64,0,0.83,0.02,-0.02,0,0.81,0.03,-0.03,0,-0.41,0.05,-0.05,0,[Fe/H],4.5,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.216103,85.799,0.4988,-0.4932,10.252,0.006,-0.006,8.394,0.019,-0.019,10.0128,0.000278,-0.000278,2021-01-04,2021-02,2021-01-11
TOI-564 b,TOI-564,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,1.651144,0.000018,-0.000018,0,0.02734,0.00061,-0.00053,0,11.433,7.958,-3.251,0,1.02,0.71,-0.29,0,464.98529,31.783,-30.51168,0,1.463,0.1,-0.096,0,Mass,0.072,0.083,-0.05,0,1423,73,-81,0,1714,20,-21,0,0,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,,5640,34,-37,0,1.09,0.01,-0.01,0,1,0.07,-0.06,0,0.143,0.076,-0.078,0,[Fe/H],4.36,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h41m10.84s,130.2951535,-16d02m10.78s,-16.0363275,199.581,1.27,-1.253,11.097,0.014,-0.014,9.604,0.022,-0.022,11.1424,0.000599,-0.000599,2021-02-08,2020-11,2021-02-11
TOI-620 b,TOI-620,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=REEFE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220403108R/abstract target=ref>Reefe et al. 2022</a>,5.0988179,0.0000045,-0.0000046,0,0.04825,0.00065,-0.00066,0,3.76,0.15,-0.15,0,0.335,0.013,-0.013,0,,,,,,,,,,0.22,0.28,-0.12,0,20.8,1.3,-3.5,0,604,6,-5,0,0,<a refstr=REEFE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220403108R/abstract target=ref>Reefe et al. 2022</a>,M2.5 V,3708,57,-56,0,0.55,0.02,-0.02,0,0.58,0.02,-0.02,0,0.35,0.11,-0.12,0,[Fe/H],4.72,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h28m41.63s,142.1734459,-12d10m01.79s,-12.1671652,33.0231,0.0586,-0.0583,12.262,0.024,-0.024,7.954,0.027,-0.027,11.3104,0.00129,-0.00129,2022-04-12,2022-04,2022-04-12
TOI-628 b,TOI-628,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,3.4095675,0.000007,-0.0000069,0,0.0486,0.0008,-0.00094,0,11.882,0.46,-0.381,0,1.06,0.041,-0.034,0,2011.8639,92.1707,-98.5273,0,6.33,0.29,-0.31,0,Mass,0.072,0.021,-0.023,0,,,,,1586,52,-40,0,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,,6250,220,-190,0,1.34,0.05,-0.04,0,1.31,0.07,-0.07,0,0.258,0.078,-0.08,0,[Fe/H],4.3,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h37m03.13s,99.2630608,+01d46m03.18s,1.7675497,178.68,3.04,-2.942,10.112,0.006,-0.006,8.811,0.019,-0.019,10.0579,0.000494,-0.000494,2021-02-25,2021-04,2021-03-04
TOI-640 b,TOI-640,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,5.0037775,0.0000048,-0.0000048,0,0.06608,0.00098,-0.0011,0,19.851,0.673,-0.628,0,1.771,0.06,-0.056,0,279.6904,50.8528,-50.8528,0,0.88,0.16,-0.16,0,Mass,0.05,0.054,-0.035,0,,,,,1749,26,-30,0,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,,6460,130,-150,0,2.08,0.06,-0.06,0,1.54,0.07,-0.08,0,0.072,0.085,-0.076,0,[Fe/H],3.99,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h38m56.30s,99.7345935,-36d38m46.07s,-36.64613,341.997,2.839,-2.794,10.51,0.006,-0.006,9.243,0.023,-0.023,10.4006,0.000289,-0.000289,2021-02-25,2021-04,2021-03-04
